date,split,seed,model,n_queries,n_pairs,ndcg10_mean,ndcg10_std,wall_s,pairs_per_s,k_candidates,max_seq_len,batch_size,fp16,torch,transformers,sentence_transformers,ir_datasets,arm
2023-05,test,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98638,0.40056707842053974,0.3895399739484743,186.58,528.7,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-05,test,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98209,0.40909509457319376,0.39285905405865934,184.61,532.0,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-05,test,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98440,0.3860726466571478,0.3900979386802701,186.31,528.4,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-05,test,1,jinaai/jina-reranker-v2-base-multilingual,1000,98638,0.4436784457189616,0.39535352151212394,246.01,400.9,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-05,test,2,jinaai/jina-reranker-v2-base-multilingual,1000,98209,0.44000789867874474,0.39746375403338624,245.76,399.6,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-05,test,42,jinaai/jina-reranker-v2-base-multilingual,1000,98440,0.4213006619523313,0.39405948463607565,246.01,400.1,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-06,test,1,bm25,1000,98638,0.3277542140111759,0.3717928655213962,0.0,73211424.2,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-06,test,2,bm25,1000,98756,0.31517278257880765,0.36791058245619246,0.0,75188361.9,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-06,test,42,bm25,1000,98889,0.307981688374303,0.36605450878357315,0.0,47348233.8,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-06,test,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98638,0.3793675451332833,0.3955085744851754,192.99,511.1,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-06,test,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98756,0.3611417611803142,0.3848198760297249,193.05,511.6,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-06,test,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98889,0.37946729547496355,0.3955995311029498,193.61,510.8,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-06,test,1,jinaai/jina-reranker-v2-base-multilingual,1000,98638,0.4263048884594497,0.4044820843095239,252.75,390.3,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-06,test,2,jinaai/jina-reranker-v2-base-multilingual,1000,98756,0.40033831734085645,0.4030682931261332,253.21,390.0,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-06,test,42,jinaai/jina-reranker-v2-base-multilingual,1000,98889,0.4142293727555306,0.40753969897979514,254.28,388.9,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-07,test,1,bm25,1000,98624,0.316419555830524,0.34954541458174854,0.0,72533585.4,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-07,test,2,bm25,1000,98558,0.3323688415900646,0.3558747801399531,0.0,75724897.2,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-07,test,42,bm25,1000,98374,0.32755304816228087,0.35078354286516067,0.0,46225684.7,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-07,test,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98624,0.3926888109432575,0.3804637921127902,186.67,528.3,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-07,test,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98558,0.39747251860275035,0.3842871840843335,185.95,530.0,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-07,test,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98374,0.40437971878585915,0.3852142743422395,184.15,534.2,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-07,test,1,jinaai/jina-reranker-v2-base-multilingual,1000,98624,0.4337003898570639,0.38765656390885755,245.18,402.3,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-07,test,2,jinaai/jina-reranker-v2-base-multilingual,1000,98558,0.43903194293985587,0.39762775252511523,244.12,403.7,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
